Protein name,Uniprot ID,NCBI Gene ID,Function
CYP2C19,P33261,1557,target gene
RBBP4,Q09028,5928,target gene
KRT3,P12035,3850,transcription factor
A2M,P01023,2,target gene
ORMDL3,Q8N138,94103,target gene
SLC26A7,Q8TE54,115111,target gene
PPT1,P50897,5538,target gene
PERP,Q96FX8,64065,target gene
EGF,P01133,1950,transcription factor and target gene
S100A8,P05109,6279,target gene
TP73,O15350,7161,transcription factor and target gene
ATP1A3,P13637,478,target gene
SFTPA1,Q8IWL2,653509,target gene
CTBP2,P56545,1488,target gene
KCNJ5,P48544,3762,target gene
HEXIM1,O94992,10614,transcription factor and target gene
EIF4H,Q15056,7458,target gene
FGF4,P08620,2249,target gene
PLIN2,Q99541,123,target gene
TRIT1,Q9H3H1,54802,target gene
TPM2,P07951,7169,target gene
PRKCB,P05771,5579,target gene
OSR1,Q8TAX0,130497,target gene
MEF2B,Q02080,100271849;4207,transcription factor
PSMB10,P40306,5699,target gene
LAMA4,Q16363,3910,target gene
TPMT,P51580,7172,target gene
TAP2,Q03519,6891,target gene
STAT5B,P51692,6777,transcription factor and target gene
CCN3,P48745,4856,target gene
GHR,P10912,2690,target gene
SPP1,P10451,6696,target gene
S100A9,P06702,6280,target gene
EHHADH,Q08426,1962,target gene
OGG1,O15527,4968,target gene
PFDN4,Q9NQP4,5203,target gene
CDX2,Q99626,1045,transcription factor and target gene
CCAR2,Q8N163,57805,target gene
ZNF224,Q9NZL3,7767,transcription factor and target gene
SLC8A3,P57103,6547,target gene
SALL3,Q9BXA9,27164,transcription factor
WDR46,O15213,9277,target gene
ABCC6,O95255,368,target gene
TSNAX,Q99598,7257,target gene
WFDC2,Q14508,10406,target gene
FCAR,P24071,2204,target gene
RTN3,O95197,10313,target gene
CCK,P06307,885,target gene
SPRY1,O43609,10252,target gene
HSD11B2,P80365,3291,target gene
BMP6,P22004,654,target gene
BARX2,Q9UMQ3,8538,transcription factor
TFIP11,Q9UBB9,24144,target gene
USB1,Q9BQ65,79650,target gene
GSK3B,P49841,2932,target gene
PPT2,Q9UMR5,9374,target gene
DDR2,Q16832,4921,target gene
XRCC5,P13010,7520,transcription factor and target gene
HPX,P02790,3263,target gene
IL17RD,Q8NFM7,54756,target gene
HBA1,E9M4D4,-,target gene
BBC3,Q96PG8,27113,target gene
H2AFX,P16104,3014,target gene
MAPK8,P45983,5599,target gene
LRP1B,Q9NZR2,53353,target gene
TBC1D21,Q8IYX1,161514,target gene
SNAPC4,Q5SXM2,6621,target gene
PIH1D1,Q9NWS0,55011,target gene
MANF,P55145,7873,target gene
METTL1,Q9UBP6,4234,target gene
WNT5A,P41221,7474,target gene
ADGRE5,K7EKV5,-,target gene
NANS,Q9NR45,54187,target gene
ASB9,Q96DX5,140462,target gene
SLC6A4,P31645,6532,target gene
HBA1,Q9BX83,-,target gene
SYNE2,Q8WXH0,23224,target gene
CGB3,P0DN86,1082;93659;94115,target gene
HOXD9,P28356,3235,transcription factor and target gene
MPST,P25325,4357,target gene
CUL5,Q93034,8065,target gene
MMP12,P39900,4321,target gene
MTA2,O94776,9219,transcription factor
EZR,P15311,7430,target gene
PSMB7,Q99436,5695,target gene
KLF8,O95600,11279,transcription factor and target gene
CXCL2,P19875,2920,target gene
RPS16,P62249,6217,target gene
HLA-C,P30505,-,target gene
NPPA,P01160,4878,target gene
HLA-C,P30501,-,target gene
ANG,P03950,283,target gene
NUP153,P49790,9972,target gene
NR5A1,Q13285,2516,transcription factor and target gene
CD44,P16070,960,target gene
HBA2,Q7Z6G4,-,target gene
TAS1R2,Q8TE23,80834,target gene
HLA-A,P04439,3105,target gene
CYP17A1,P05093,1586,target gene
FOXF1,Q12946,2294,transcription factor and target gene
CDC14A,Q9UNH5,8556,target gene
GSTM2,P28161,2946,target gene
ODC1,P11926,4953,target gene
UPP1,Q16831,7378,target gene
TAF5L,O75529,27097,target gene
SPINK1,P00995,6690,target gene
C9orf43,Q8TAL5,257169,target gene
ARSB,P15848,411,target gene
CFDP1,Q9UEE9,10428,target gene
PTH1R,Q03431,5745,target gene
CCNK,O75909,8812,target gene
EXO1,Q9UQ84,9156,target gene
MPO,P05164,4353,target gene
PAEP,P09466,5047,target gene
CXCR1,P25024,3577,target gene
SFTPA2,Q8IWL1,729238,target gene
PSME3,P61289,10197,target gene
IGF2BP2,Q9Y6M1,10644,target gene
CREBBP,Q92793,1387,transcription factor and target gene
PRNP,P04156,5621,target gene
COL6A2,P12110,1292,target gene
SERTAD1,Q9UHV2,29950,transcription factor
RAP1A,P62834,5906,target gene
KCNN3,Q9UGI6,3782,target gene
AHCYL1,O43865,10768,target gene
FOXA2,Q9Y261,3170,transcription factor and target gene
HLA-A,P30453,-,target gene
HCN4,Q9Y3Q4,10021,target gene
LTA4H,P09960,4048,target gene
TIAL1,Q01085,7073,transcription factor and target gene
PGF,P49763,5228,target gene
SPOCK1,Q08629,6695,target gene
E4F1,Q66K89,1877,transcription factor
IRF3,Q14653,3661,transcription factor and target gene
PRSS21,Q9Y6M0,10942,target gene
MMP8,P22894,4317,target gene
EMILIN1,Q9Y6C2,11117,target gene
MS4A1,P11836,931,target gene
MAGEC3,Q8TD91,139081,target gene
NME2,P22392,4831;654364,target gene
FAM184A,Q8NB25,79632,target gene
GAA,P10253,2548,target gene
POU2F3,Q9UKI9,25833,transcription factor
LDLR,P01130,3949,target gene
BCL10,O95999,8915,target gene
CHUK,O15111,1147,target gene
EN1,Q05925,2019,transcription factor and target gene
NDUFAB1,O14561,4706,target gene
NSFL1C,Q9UNZ2,55968,target gene
ANTXR1,Q9H6X2,84168,target gene
ATP1A2,P50993,477,target gene
CDA,P32320,978,target gene
RBM38,Q9H0Z9,55544,target gene
GNRHR,P30968,2798,target gene
SMARCAD1,Q9H4L7,56916,target gene
POU3F2,P20265,5454,transcription factor and target gene
SSPN,Q14714,8082,target gene
PLSCR4,Q9NRQ2,57088,target gene
DIRAS2,Q96HU8,54769,target gene
CD5,P06127,921,target gene
HOMER3,Q9NSC5,9454,target gene
PCSK9,Q8NBP7,255738,target gene
BGN,P21810,633,target gene
POLR1C,O15160,9533,target gene
BAX,Q07812,581,target gene
TEK,Q02763,7010,target gene
CSNK1E,P49674,102800317;1454,target gene
PADI1,Q9ULC6,29943,target gene
MLLT3,P42568,4300,transcription factor
SLC5A8,Q8N695,160728,target gene
LHB,P01229,3972,target gene
THRSP,Q92748,7069,target gene
ANPEP,P15144,290,target gene
ADD3,Q9UEY8,120,target gene
TRIM27,P14373,5987,target gene
PCOLCE,Q15113,5118,target gene
CFTR,P13569,1080,target gene
PKP3,Q9Y446,11187,target gene
RNF7,Q9UBF6,9616,target gene
DBI,P07108,1622,target gene
RPL9,P32969,6133,target gene
CDKN1A,P38936,1026,target gene
AREG,P15514,374,target gene
KCNQ3,O43525,3786,target gene
CHKA,P35790,1119,target gene
GTF3A,Q92664,2971,transcription factor
SDC1,P18827,6382,target gene
MCM6,Q14566,4175,target gene
SULT2A1,Q06520,6822,target gene
WNT2,P09544,7472,target gene
PDK3,Q15120,5165,target gene
HBA2,U6A493,-,target gene
CTSG,P08311,1511,target gene
PDE9A,O76083,5152,target gene
TOMM70,O94826,9868,target gene
NOL3,O60936,8996,target gene
CASP3,P42574,836,target gene
MAOB,P27338,4129,target gene
GDNF,P39905,2668,target gene
ARFIP2,P53365,23647,target gene
RPL10A,P62906,4736,target gene
ALDH1A1,P00352,216,target gene
TSC2,P49815,7249,target gene
SLC19A1,P41440,6573,target gene
ETF1,P62495,2107,target gene
GZMB,P10144,3002,target gene
TDO2,P48775,6999,target gene
SLC6A3,Q01959,6531,target gene
CASR,P41180,846,target gene
B4DRS2_HUMAN,B4DRS2,3851,target gene
SUPT5H,O00267,6829,target gene
NUP155,O75694,9631,target gene
DPAGT1,Q9H3H5,1798,target gene
LOXL4,Q96JB6,84171,target gene
RB1CC1,Q8TDY2,9821,transcription factor
FGF20,Q9NP95,26281,target gene
PDHA1,P08559,5160,target gene
COPS2,P61201,9318,target gene
NOL7,Q9UMY1,51406,target gene
ANXA13,P27216,312,target gene
ITGB1,P05556,3688,target gene
TCF3,P15923,6929,transcription factor and target gene
ACVR1C,Q8NER5,130399,target gene
CLCNKA,P51800,1187,target gene
BAALC,Q8WXS3,79870,target gene
NR1H2,P55055,7376,transcription factor
SAT1,P21673,6303,target gene
CYLD,Q9NQC7,1540,target gene
NAB2,Q15742,4665,transcription factor and target gene
SLC5A5,Q92911,6528,target gene
SNIP1,Q8TAD8,79753,transcription factor and target gene
POLE2,P56282,5427,target gene
FOLH1B,Q9HBA9,219595,target gene
EIF4A3,P38919,9775,target gene
DST,Q03001,667,target gene
CIC,Q96RK0,23152,target gene
FMN2,Q9NZ56,56776,target gene
VPS11,Q9H270,55823,target gene
HDAC1,Q13547,3065,transcription factor and target gene
TSEN15,Q8WW01,116461,target gene
ENO1,P06733,2023,transcription factor and target gene
CXADR,P78310,1525,target gene
ACSS2,Q9NR19,55902,target gene
PEX14,O75381,5195,target gene
FCER2,P06734,2208,target gene
TBXAS1,P24557,6916,target gene
ALOX5,P09917,240,target gene
MYH10,P35580,4628,target gene
HOOK1,Q9UJC3,51361,target gene
CXCR2,P25025,3579,target gene
MT-CO2,P00403,4513,target gene
SLC11A1,P49279,6556,target gene
HDAC2,Q92769,3066,transcription factor and target gene
DSG4,Q86SJ6,147409,target gene
BAG3,O95817,9531,target gene
IL17RB,Q9NRM6,55540,target gene
FXR2,P51116,9513,target gene
ZNF26,P17031,7574,target gene
XBP1,P17861,7494,transcription factor and target gene
RORC,P51449,6097,transcription factor
AIMP2,Q13155,7965,target gene
CCT8,P50990,10694,target gene
RXRB,P28702,6257,transcription factor and target gene
TOM1,O60784,10043,target gene
NAMPT,P43490,10135,target gene
NCAM1,P13591,4684,target gene
ZFC3H1,O60293,196441,target gene
GCM1,Q9NP62,8521,transcription factor and target gene
RBBP7,Q16576,5931,transcription factor
STX10,O60499,8677,target gene
NPAS2,Q99743,4862,transcription factor and target gene
RUNX2,Q13950,860,transcription factor and target gene
SMAD3,P84022,4088,transcription factor and target gene
DUSP6,Q16828,1848,target gene
USP25,Q9UHP3,29761,target gene
FASLG,P48023,356,target gene
PKD1,P98161,5310,target gene
HBA2,Q86YQ1,-,target gene
SECISBP2,Q96T21,79048,target gene
SLC3A2,P08195,6520,target gene
BCLAF1,Q9NYF8,9774,target gene
SOCS3,O14543,9021,target gene
ALDH1A3,P47895,220,target gene
APOA5,Q6Q788,116519,target gene
DUSP12,Q9UNI6,11266,target gene
HBA1,V9GZG8,-,target gene
ERO1A,Q96HE7,30001,target gene
COPS5,Q92905,10987,transcription factor and target gene
HLA-C,P30504,-,target gene
GJB2,P29033,2706,target gene
MAP2K4,P45985,6416,target gene
YIF1A,O95070,10897,target gene
CEBPZ,Q03701,10153,transcription factor and target gene
SLC10A3,P09131,8273,target gene
TTLL3,Q9Y4R7,26140,target gene
PRL,P01236,5617,target gene
BTBD7,Q9P203,55727,target gene
PARP2,Q9UGN5,10038,target gene
SPIC,Q8N5J4,121599,transcription factor
PPP2R1B,P30154,5519,target gene
HAT1,O14929,8520,target gene
MRPL19,P49406,9801,target gene
HLF,Q16534,3131,transcription factor
KMT2C,Q8NEZ4,58508,transcription factor
ST3GAL5,Q9UNP4,8869,target gene
PTGFR,P43088,5737,target gene
SOX7,Q9BT81,83595,target gene
KRT4,P19013,-,target gene
KCNN2,Q9H2S1,3781,target gene
HEYL,Q9NQ87,26508,transcription factor
CCNH,P51946,902,target gene
RAB25,P57735,57111,target gene
HLA-DRB1,Q30134,-,target gene
RPS6KA5,O75582,9252,target gene
TFF2,Q03403,7032,target gene
APOB,P04114,338,target gene
MIF,P14174,4282,target gene
CLDN23,Q96B33,137075,target gene
IL18,Q14116,3606,target gene
SOX3,P41225,6658,target gene
NCOA2,Q15596,10499,transcription factor and target gene
PTGS1,P23219,5742,target gene
PNRC2,Q9NPJ4,55629,target gene
BAD,Q92934,572,target gene
SERPINB1,P30740,1992,target gene
SLIT3,O75094,6586,target gene
FOXJ1,Q92949,2302,transcription factor
JAK2,O60674,3717,target gene
CYP24A1,Q07973,1591,target gene
MCM10,Q7L590,55388,target gene
LCT,P09848,3938,target gene
GBE1,Q04446,2632,target gene
NXT1,Q9UKK6,29107,target gene
TMF1,P82094,7110,target gene
HLA-B,P30475,-,target gene
HMGN4,O00479,10473,target gene
STX3,Q13277,6809,target gene
CRTC1,Q6UUV9,23373,transcription factor and target gene
CNR1,P21554,1268,target gene
CLCN2,P51788,1181,target gene
C11orf54,Q9H0W9,28970,target gene
TMEM47,Q9BQJ4,83604,target gene
IL15,P40933,3600,target gene
CCDC113,Q9H0I3,29070,target gene
CD274,Q9NZQ7,29126,target gene
B2M,P61769,567,target gene
NKX2-8,O15522,26257,target gene
NCR2,O95944,9436,target gene
IFNL2,Q8IZJ0,282616,target gene
SMAD9,O15198,4093,target gene
HOOK2,Q96ED9,29911,target gene
COX7A2L,O14548,9167,target gene
FOS,P01100,2353,transcription factor and target gene
RECQL5,O94762,9400,target gene
PPP1R7,Q15435,5510,target gene
RECQL,P46063,5965,target gene
HLA-DRB1,Q5Y7A7,-,target gene
IL17C,Q9P0M4,27189,target gene
UCP2,P55851,7351,target gene
NKX3-1,Q99801,4824,transcription factor and target gene
RPL23A,P62750,6147,target gene
PPP1R3C,Q9UQK1,5507,target gene
ADGRG5,Q8IZF4,221188,target gene
A0A140VKB0_HUMAN,A0A140VKB0,8209,target gene
TP53BP2,Q13625,7159,target gene
PSG9,Q00887,5678,target gene
TGIF2,Q9GZN2,60436,target gene
NUCB1,Q02818,4924,target gene
P4HTM,Q9NXG6,54681,target gene
HLA-B,Q04826,-,target gene
CCDC78,A2IDD5,124093,target gene
OPTN,Q96CV9,10133,target gene
PSMA4,P25789,5685,target gene
ZMAT3,Q9HA38,64393,target gene
LINGO1,Q96FE5,84894,target gene
CASP10,Q92851,843,target gene
ATF7,P17544,11016,transcription factor and target gene
VAMP2,P63027,6844,target gene
SNRPF,P62306,6636,target gene
LAGE3,Q14657,8270,target gene
IBSP,P21815,3381,target gene
USP1,O94782,7398,target gene
LNPEP,Q9UIQ6,4012,target gene
PAK5,Q9P286,57144,target gene
SLA2,Q9H6Q3,84174,transcription factor
ACO1,P21399,48,target gene
GYPC,P04921,2995,target gene
SDF2,Q99470,6388,target gene
CDC25B,P30305,994,target gene
TGM1,P22735,7051,target gene
C16orf54,Q6UWD8,283897,target gene
ACKR1,Q16570,2532,target gene
GRIN2D,O15399,2906,target gene
ASPM,Q8IZT6,259266,target gene
PTGES3,Q15185,10728,target gene
PKD1L1,Q8TDX9,168507,target gene
TRIB3,Q96RU7,57761,transcription factor and target gene
CLDN5,O00501,7122,target gene
SMG6,Q86US8,23293,transcription factor
DSC2,Q02487,1824,target gene
CLN5,O75503,1203,target gene
CUZD1,Q86UP6,50624,target gene
ATP1A1,P05023,476,target gene
WBP1L,Q9NX94,54838,target gene
ARHGDIG,Q99819,398,target gene
TGFB3,P10600,7043,target gene
CALCR,P30988,799,target gene
SMAD1,Q15797,4086,transcription factor and target gene
CD59,P13987,966,target gene
FADS3,Q9Y5Q0,3995,target gene
GINS1,Q14691,9837,target gene
TMED10,P49755,10972,target gene
PTMA,P06454,5757,transcription factor and target gene
GSTP1,P09211,2950,target gene
ERF,P50548,2077,transcription factor and target gene
NAB1,Q13506,4664,transcription factor
PLAUR,Q03405,5329,target gene
OLFML1,Q6UWY5,283298,target gene
DKK4,Q9UBT3,27121,target gene
MTHFD1,P11586,4522,target gene
KCNC4,Q03721,3749,target gene
CFLAR,O15519,8837,target gene
ARMC8,Q8IUR7,25852,target gene
HLA-DRB1,P13761,-,target gene
OGA,O60502,10724,target gene
HMGCS2,P54868,3158,target gene
SUV39H1,O43463,6839,target gene
ZBTB16,Q05516,7704,transcription factor
LEP,P41159,3952,target gene
SCNN1A,P37088,6337,target gene
URI1,O94763,8725,transcription factor
NDUFA2,O43678,4695,target gene
PCK2,Q16822,5106,target gene
KLF6,Q99612,1316,transcription factor and target gene
NKX2-3,Q8TAU0,159296,transcription factor
FBLIM1,Q8WUP2,54751,target gene
PECAM1,P16284,5175,target gene
LY96,Q9Y6Y9,23643,target gene
BIRC2,Q13490,329,target gene
TBX2,Q13207,6909,transcription factor
PTGDR2,Q9Y5Y4,11251,target gene
GCHFR,P30047,2644,target gene
DSG2,Q14126,1829,target gene
PRPS2,P11908,5634,target gene
MECP2,P51608,4204,transcription factor and target gene
TM4SF1,P30408,4071,target gene
CLP1,Q92989,10978,target gene
NDUFA7,O95182,4701,target gene
AMPD3,Q01432,272,target gene
SSTR2,P30874,6752,target gene
GATA1,P15976,2623,transcription factor and target gene
ITGB4,P16144,3691,target gene
HLA-B,P30466,-,target gene
PFKFB3,Q16875,5209,target gene
IVNS1ABP,Q9Y6Y0,10625,target gene
SULF2,Q8IWU5,55959,target gene
HSD17B1,P14061,3292,target gene
SLC6A19,Q695T7,340024,target gene
GLI1,P08151,2735,transcription factor and target gene
CD1D,P15813,912,target gene
EDN2,P20800,1907,target gene
CCP110,O43303,9738,target gene
DNAJA3,Q96EY1,9093,target gene
ZNF750,Q32MQ0,79755,target gene
NCOA1,Q15788,8648,transcription factor and target gene
TP53INP1,Q96A56,94241,target gene
PDE8A,O60658,5151,target gene
SUPT4H1,P63272,6827,target gene
MBP,P02686,4155,target gene
PDPN,Q86YL7,10630,target gene
PIK3R5,Q8WYR1,23533,target gene
GNAS,O95467,2778,target gene
P2RX4,Q99571,5025,target gene
KCNJ16,Q9NPI9,3773,target gene
RETNLB,Q9BQ08,84666,target gene
AATF,Q9NY61,26574,transcription factor
RELB,Q01201,5971,transcription factor and target gene
KCNA4,P22459,3739,target gene
TNFSF14,O43557,8740,target gene
LDHB,P07195,3945,target gene
UQCRC2,P22695,7385,target gene
CCL21,O00585,6366,target gene
NEK2,P51955,4751,target gene
IL7R,P16871,3575,target gene
MME,P08473,4311,target gene
DCN,P07585,1634,target gene
IPO7,O95373,10527,target gene
DNAJB4,Q9UDY4,11080,target gene
PCYT2,Q99447,5833,target gene
FUT3,P21217,2525,target gene
BRS3,P32247,680,target gene
SLC25A4,P12235,291,target gene
PXMP2,Q9NR77,5827,target gene
NMNAT2,Q9BZQ4,23057,target gene
AGFG1,P52594,3267,target gene
HAMP,P81172,57817,target gene
TBL2,Q9Y4P3,26608,target gene
CITED1,Q99966,4435,target gene
ZMIZ1,Q9ULJ6,57178,target gene
SCD,O00767,6319,target gene
ASIC2,Q16515,40,target gene
DLG1,Q12959,1739,target gene
ATG7,O95352,10533,target gene
AKT1,P31749,207,target gene
TAF1A,Q15573,9015,target gene
HEXB,P07686,3074,target gene
ADD1,P35611,118,target gene
LHX4,Q969G2,89884,transcription factor
ANLN,Q9NQW6,54443,target gene
HIST1H4A,P62805,121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370,target gene
LHCGR,P22888,3973,target gene
CD58,P19256,965,target gene
HIST3H3,Q16695,8290,target gene
INS,P01308,3630,target gene
NPPB,P16860,4879,target gene
AXL,P30530,558,target gene
TOMM34,Q15785,10953,target gene
MAPRE1,Q15691,22919,target gene
ISYNA1,Q9NPH2,51477,target gene
CEL,P19835,-,target gene
ADH6,P28332,130,target gene
BPI,P17213,671,target gene
HIC1,Q14526,3090,transcription factor and target gene
CDC42,P60953,998,target gene
SQSTM1,Q13501,8878,target gene
SATB2,Q9UPW6,23314,transcription factor
CD28,P10747,940,target gene
HBE1,P02100,3046,target gene
NR3C1,P04150,2908,transcription factor and target gene
SUGP2,Q8IX01,10147,target gene
CRISP1,P54107,167,target gene
MEAF6,Q9HAF1,64769,target gene
ULK1,O75385,8408,target gene
KISS1R,Q969F8,84634,target gene
CSF2RA,P15509,1438,target gene
POLR2D,O15514,5433,target gene
GATA4,P43694,2626,transcription factor and target gene
MUC17,Q685J3,140453,target gene
PLXNA1,Q9UIW2,5361,target gene
ILF3,Q12906,3609,transcription factor and target gene
SRD5A1,P18405,6715,target gene
TNXB,P22105,7148,target gene
HLA-DRB1,P04229,-,target gene
PEG3,Q9GZU2,5178,target gene
MAP2K6,P52564,5608,target gene
SELP,P16109,6403,target gene
PURA,Q00577,5813,transcription factor and target gene
ITGA9,Q13797,3680,target gene
MAP3K8,P41279,1326,target gene
TSC22D1,Q15714,8848,transcription factor
PRAME,P78395,23532,target gene
ELK3,P41970,2004,transcription factor
CTBP1,Q13363,1487,transcription factor
MAP1A,P78559,4130,target gene
MEN1,O00255,4221,transcription factor and target gene
HP,P00738,3240,target gene
PUM3,Q15397,9933,target gene
CD99,P14209,4267,target gene
FBP2,O00757,8789,target gene
RPLP0,P05388,6175,target gene
ICAM3,P32942,3385,target gene
CSNK1A1,P48729,1452,target gene
PDK4,Q16654,5166,target gene
RBPJ,Q06330,3516,transcription factor
VGF,O15240,7425,target gene
ING4,Q9UNL4,51147,transcription factor and target gene
ESCO2,Q56NI9,157570,target gene
SLC19A3,Q9BZV2,80704,target gene
HLTF,Q14527,6596,transcription factor and target gene
CBX8,Q9HC52,57332,transcription factor
CD40,P25942,958,target gene
PRKDC,P78527,5591,target gene
POU3F4,P49335,5456,transcription factor
GNPTG,Q9UJJ9,84572,target gene
HLA-B,P30479,-,target gene
CLCN5,P51795,1184,target gene
CD83,Q01151,9308,target gene
RRP9,O43818,9136,target gene
EIF3C,Q99613,8663,target gene
HLA-C,P30499,-,target gene
NR3C2,P08235,4306,transcription factor and target gene
ASXL1,Q8IXJ9,171023,transcription factor and target gene
ADAM23,O75077,8745,target gene
CST5,P28325,1473,target gene
SEMG1,P04279,6406,target gene
KDM5C,P41229,8242,target gene
WASF2,Q9Y6W5,10163,target gene
ALX4,Q9H161,60529,target gene
KRT18,P05783,3875,target gene
PER3,P56645,8863,target gene
TRIM25,Q14258,7706,transcription factor and target gene
ELF3,P78545,1999,transcription factor and target gene
CTSB,P07858,1508,target gene
C3,P01024,718,target gene
CDCA3,Q99618,83461,target gene
PRC1,O43663,9055,target gene
MYB,P10242,4602,transcription factor and target gene
LAMA1,P25391,284217,target gene
ALG12,Q9BV10,79087,target gene
RNF14,Q9UBS8,9604,transcription factor
GBA,P04062,2629,target gene
ZBTB2,Q8N680,57621,transcription factor
CR1,P17927,1378,target gene
MELTF,P08582,4241,target gene
STIM1,Q13586,6786,target gene
UGT1A1,P22309,54658,target gene
TFF3,Q07654,7033,target gene
B4GALNT2,Q8NHY0,124872,target gene
EPX,P11678,8288,target gene
HTR4,Q13639,3360,target gene
MRPL13,Q9BYD1,28998,target gene
XAGE5,Q8WWM1,170627,target gene
CCL1,P22362,6346,target gene
PIAS3,Q9Y6X2,10401,transcription factor and target gene
CDC20,Q12834,991,target gene
NLK,Q9UBE8,51701,target gene
DRAP1,Q14919,10589,transcription factor
EDNRB,P24530,1910,target gene
NAT1,P18440,9,target gene
CARD8,Q9Y2G2,22900,target gene
ST6GALNAC2,Q9UJ37,10610,target gene
SUCLG1,P53597,8802,target gene
TBXA2R,P21731,6915,target gene
SP7,Q8TDD2,121340,transcription factor and target gene
MFAP1,P55081,4236,target gene
PRRG1,O14668,5638,target gene
CTDSPL2,Q05D32,51496,target gene
GBX2,P52951,2637,transcription factor
BDKRB2,P30411,624,target gene
CYP27A1,Q02318,1593,target gene
LIPA,P38571,3988,target gene
TMPRSS2,O15393,7113,target gene
HLA-A,P30456,-,target gene
PPL,O60437,5493,target gene
KLF3,P57682,51274,transcription factor
GAK,O14976,2580,target gene
NFYA,P23511,4800,transcription factor and target gene
CCR3,P51677,1232,target gene
TPH2,Q8IWU9,121278,target gene
SMAD2,Q15796,4087,transcription factor and target gene
HTT,P42858,3064,target gene
ADRA1D,P25100,146,target gene
CXCR3,P49682,2833,target gene
DBF4,Q9UBU7,10926,target gene
ATF3,P18847,467,transcription factor and target gene
AGGF1,Q8N302,55109,target gene
RBP3,P10745,5949,target gene
CD53,P19397,963,target gene
CCKBR,P32239,887,target gene
PLAGL2,Q9UPG8,5326,transcription factor
SOX4,Q06945,6659,transcription factor and target gene
AGO1,Q9UL18,26523,target gene
GLS,O94925,2744,target gene
GH1,P01241,2688,target gene
PWP2,Q15269,102724159;5822,target gene
HSPA1B,P0DMV9,3303;3304,target gene
PPM1J,Q5JR12,333926,target gene
NEDD9,Q14511,4739,target gene
DNAAF4,Q8WXU2,161582,target gene
ALPG,P10696,251,target gene
HIST1H3A,P68431,8350;8351;8352;8353;8354;8355;8356;8357;8358;8968,target gene
CTSF,Q9UBX1,8722,target gene
MCMDC2,Q4G0Z9,157777,target gene
FGFR4,P22455,2264,target gene
TMPO,P42166,7112,target gene
XPO1,O14980,7514,target gene
GPX1,P07203,2876,target gene
EGR2,P11161,1959,transcription factor and target gene
ZNF268,Q14587,10795,target gene
SKI,P12755,6497,transcription factor
HOXD3,P31249,3232,transcription factor and target gene
KNSTRN,Q9Y448,90417,target gene
ALDH1A2,O94788,8854,target gene
ESR2,Q92731,2100,transcription factor and target gene
SNRPG,P62308,6637,target gene
ITGB3,P05106,3690,target gene
ACPP,P15309,55,target gene
HBA2,A0A1S5UZ39,-,target gene
ATP12A,P54707,479,target gene
RBM15B,Q8NDT2,29890,target gene
COL3A1,P02461,1281,target gene
OLR1,P78380,4973,target gene
KLF13,Q9Y2Y9,51621,transcription factor
C4A,P0C0L4,720;721,target gene
EPHX1,P07099,2052,target gene
SPEN,Q96T58,23013,transcription factor
NT5DC3,Q86UY8,51559,target gene
SHBG,P04278,6462,target gene
ZNF410,Q86VK4,57862,transcription factor and target gene
NDRG1,Q92597,10397,target gene
TLE1,Q04724,7088,target gene
LPL,P06858,4023,target gene
PRDM8,Q9NQV8,56978,target gene
FXR1,P51114,8087,target gene
HLA-DRB1,Q95IE3,-,target gene
PSORS1C2,Q9UIG4,170680,target gene
TRPC1,P48995,7220,target gene
IL12B,P29460,3593,target gene
CD55,P08174,1604,target gene
SLC15A1,P46059,6564,target gene
ABCB4,P21439,5244,target gene
ELF1,P32519,1997,transcription factor and target gene
DHRS2,Q13268,10202,target gene
UGT1A4,P22310,54657,target gene
PMEPA1,Q969W9,56937,target gene
EIF3M,Q7L2H7,10480,target gene
SLA,Q13239,6503,target gene
PROS1,P07225,5627,target gene
SNRPE,P62304,6635,target gene
MET,P08581,4233,target gene
NIF3L1,Q9GZT8,60491,target gene
PPARGC1A,Q9UBK2,10891,transcription factor and target gene
NDC80,O14777,10403,target gene
CEACAM5,P06731,1048,target gene
DIO2,Q92813,1734,target gene
RAB11A,P62491,8766,target gene
YEATS4,O95619,8089,transcription factor
MCM5,P33992,4174,transcription factor and target gene
DNMT3B,Q9UBC3,1789,target gene
MCAM,P43121,4162,target gene
ADCY9,O60503,115,target gene
ELOVL6,Q9H5J4,79071,target gene
AMMECR1L,Q6DCA0,83607,target gene
SLC9A3,P48764,6550,target gene
SNRPB2,P08579,6629,target gene
ATP6V0B,Q99437,533,target gene
FSTL3,O95633,10272,target gene
HMG20B,Q9P0W2,10362,transcription factor
UROD,P06132,7389,target gene
WNT10B,O00744,7480,target gene
DDB2,Q92466,1643,transcription factor and target gene
IFNB1,P01574,3456,target gene
EIF6,P56537,3692,target gene
LRRN3,Q9H3W5,54674,target gene
REPS2,Q8NFH8,9185,target gene
CTSD,P07339,1509,target gene
C16orf78,Q8WTQ4,123970,target gene
PPARD,Q03181,5467,transcription factor and target gene
MED21,Q13503,9412,target gene
NKX2-1,P43699,7080,transcription factor and target gene
MYBL1,P10243,4603,transcription factor and target gene
SAMD4A,Q9UPU9,23034,target gene
ABCC3,O15438,8714,target gene
CBX7,O95931,23492,transcription factor
THAP12,O43422,5612,target gene
MLLT10,P55197,8028,transcription factor
TOMM20,Q15388,9804,target gene
F2,P00734,2147,target gene
