Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Dmel\CG10431,Q9VJ27,35157,transcription factor and target gene,No,42
Dmel\CG14655,Q9VN56,40594,transcription factor and target gene,No,16
Dmel\CG4424,Q9VDQ6,42390,transcription factor and target gene,No,27
fru,Q8IN81,42226,transcription factor and target gene,No,95
rgr,E1JH10,35843,transcription factor and target gene,No,71
DmCg32006,Q8IMA2,317817,transcription factor and target gene,No,8
Sox15,P40657,36575,transcription factor and target gene,Yes,28
net,Q9VPI8,45339,transcription factor and target gene,No,23
HDAC11,Q9VC26,326120,transcription factor and target gene,No,7
Dmel\CG12071,Q9VA29,43660,transcription factor and target gene,No,37
cg3407,Q9VQV3,33606,transcription factor and target gene,No,60
Dmel\CG17568,Q9VIY9,35198,transcription factor and target gene,No,41
Dmel\CG8089,Q4V3F5,36679,transcription factor and target gene,No,47
Dmel\CG6276,Q9VF93,41855,transcription factor and target gene,No,40
Dmel\CG13775,Q9VM61,33975,transcription factor and target gene,No,49
Dmel\CG3065,Q2MGN0,37818,transcription factor and target gene,No,34
Dmel\CG4328,Q9VTW3,39405,transcription factor and target gene,No,8
GATAd,Q9VKZ0,34395,transcription factor and target gene,No,33
HHEX,Q9VDF0,42495,transcription factor and target gene,No,6
Hr4,Q9W539,31162,transcription factor and target gene,No,45
Su(var)3-7,P20193,41627,transcription factor and target gene,No,39
odd,P23803,33583,transcription factor and target gene,No,19
ATbp,Q86P48,5740592,transcription factor and target gene,No,37
Pcl,Q24459,37069,transcription factor and target gene,No,20
Dmel\CG2202,Q9VZ63,32014,transcription factor and target gene,No,31
Dmel\CG6683,Q9VSL0,38970,transcription factor and target gene,No,22
E(spl)m8-HLH,P13098,43161,transcription factor and target gene,Yes,19
az2,Q5BIC3,35682,transcription factor and target gene,No,19
Dmel\CG1233,Q9I7U7,38063,transcription factor and target gene,No,38
Dmel\CG7271,Q9VVQ2,40021,transcription factor and target gene,No,11
ara,Q24248,39439,transcription factor and target gene,Yes,27
btn,Q9VCY0,42664,transcription factor and target gene,No,35
SuUR,Q9VTE2,45739,transcription factor and target gene,No,27
Nup93-1,Q9XZ06,32350,transcription factor and target gene,No,48
Dmel\CG12219,Q9W409,31572,transcription factor and target gene,No,33
Dmel\CG7368,Q9VTK6,39301,transcription factor and target gene,No,18
Dmel\CG12299,Q9VKQ7,34483,transcription factor and target gene,No,42
Dmel\CG1529,B7Z152,33077,transcription factor and target gene,No,21
RanGAP,Q9VIW3,35223,transcription factor and target gene,No,43
Dgkepsilon,Q7K579,36408,transcription factor and target gene,No,39
anon-WO0140519.238,Q9VUG3,39598,transcription factor and target gene,No,12
lov,P14083,38007,transcription factor and target gene,No,12
fd102C,Q9V481,43843,transcription factor and target gene,No,41
MTA1-like,A0A0B4KG70,40693,transcription factor and target gene,No,32
Crg-1,Q8IRT6,43900,transcription factor and target gene,No,4
Cdk9,O17432,37586,transcription factor and target gene,No,30
brwl,Q9VLA6,34275,transcription factor and target gene,No,47
Dmel\CG8248,A1Z7K4,35888,transcription factor and target gene,No,5
cg15011,Q9VZF2,38518,transcription factor and target gene,No,24
Dmel\CG8944,Q9VXQ6,32517,transcription factor and target gene,No,25
Dmel\CG12768,Q9VNP4,40513,transcription factor and target gene,No,29
spab,A1Z7M0,35901,transcription factor and target gene,No,3
Asciz,Q9VZU1,38381,transcription factor and target gene,No,30
Dmel\CG6765,Q9VSL1,38971,transcription factor and target gene,No,6
tsh,P22265,35430,transcription factor and target gene,Yes,47
eyg,Q9VTX7,39419,transcription factor and target gene,No,45
Glg1,M9PIG4,40382,transcription factor and target gene,No,26
retn,Q24573,45976,transcription factor and target gene,No,44
Upf1,Q9VYS3,32153,transcription factor and target gene,No,34
Gsc,P54366,33240,transcription factor and target gene,No,29
grau,Q9U405,45871,transcription factor and target gene,No,29
Cf2,P20385,33692,transcription factor and target gene,Yes,25
p53,Q8IMZ4,2768677,transcription factor and target gene,No,33
side,A0A0B4K7N1,43300,transcription factor and target gene,No,12
tim,P49021,33571,target gene,Yes,11
Ndg,A1Z877,36089,target gene,Yes,4
dpp,P07713,33432,target gene,Yes,49
msn,Q9W002,44030,target gene,Yes,62
ss,E1JIM6,41988,target gene,Yes,41
bam,P22745,43038,target gene,Yes,45
ras,Q07152,43873,target gene,Yes,67
Ddc,P05031,35190,target gene,Yes,14
jing,Q7KHG2,35555,target gene,Yes,66
ng1,P23938,31300,target gene,Yes,13
nec,Q7JWX3,45908,target gene,Yes,3
Rh6,O01668,41889,target gene,Yes,4
Fbp1,Q04691,39566,target gene,Yes,8
Optix,Q95RW8,44108,target gene,Yes,38
E(spl)m4-BFM,P13095,43157,target gene,Yes,12
ng2,P40139,31298,target gene,Yes,5
eya,Q05201,33916,target gene,Yes,32
CG18067,A4VA48,-,target gene,Yes,1
Dmel\CG7781,Q9VLP2,34143,target gene,Yes,14
Ance,Q10714,34805,target gene,Yes,33
Drs,P41964,38419,target gene,Yes,4
Crys,Q9VKE2,34604,target gene,Yes,1
dome,Q9VWE0,32976,target gene,Yes,39
ATPsynbeta,Q05825,43829,target gene,Yes,122
aurA,Q9VGF9,41446,target gene,Yes,40
Dr,Q03372,45285,target gene,Yes,43
tud,P25823,37417,target gene,Yes,47
Ser,P18168,43275,target gene,Yes,24
Rh5,P91657,34615,target gene,Yes,53
vas,P09052,26067080,target gene,Yes,61
meso18E,Q9V3Z3,53448,target gene,Yes,16
Cpr47Ee,A1Z8H6,36193,target gene,Yes,5
CycE,P54733,34924,target gene,Yes,49
Alk,Q7KJ08,53425,target gene,Yes,19
tant,Q8T0D4,44785,target gene,Yes,46
orb,Q9VCN7,42752,target gene,Yes,28
stg,P20483,43466,target gene,Yes,36
Bbd,A1ZBU8,37314,target gene,Yes,7
DNApol-alpha180,P26019,42553,target gene,Yes,36
Hsp27,P02518,39078,target gene,Yes,51
wupA,P36188,32794,target gene,Yes,10
Ser7,Q9W314,31917,target gene,Yes,3
grim,Q24570,40014,target gene,Yes,13
TkR86C,P30974,41286,target gene,Yes,9
GH05741,Q9Y141,41330,target gene,Yes,3
TpnC41C,P47947,35473,target gene,Yes,2
betaTub60D,P08841,37888,target gene,Yes,53
sog,Q24025,32498,target gene,Yes,42
pip,Q86BJ3,40104,target gene,Yes,7
shf,Q9W3W5,31617,target gene,Yes,18
Eig71Eg,Q9VUT0,39708,target gene,Yes,6
otu,P10383,31789,target gene,Yes,9
DptA,P24492,37183,target gene,Yes,5
vg,Q26366,36421,target gene,Yes,50
rho,P20350,38168,target gene,Yes,56
erm,Q9VQ56,326152,target gene,Yes,36
twit,Q9VII3,35353,target gene,Yes,36
AttD,Q9VEH5,42122,target gene,Yes,13
BomBc3,Q9VD48,50055,target gene,Yes,4
Hsp70Ab,P02825,44920;48581,target gene,Yes,11
CecA1,C0HKQ7,43596;43597,target gene,Yes,6
Fad2,Q9VTD4,44006,target gene,Yes,2
PH4alphaSG2,Q9I7H5,43623,target gene,Yes,3
Him,Q9VWX6,32801,target gene,Yes,6
Rh3,P04950,42398,target gene,Yes,9
hh,Q02936,42737,target gene,Yes,23
Fer1HCH,A0A0B4KI27,46415,target gene,Yes,57
Edg84A,P27780,40818,target gene,Yes,18
Tm2,P09491,41853,target gene,Yes,3
eater,Q9VB78,43262,target gene,Yes,7
Tg,Q9VLU2,34093,target gene,Yes,27
E(spl)m2-BFM,O97177,43155,target gene,Yes,22
Sps2,Q9VKY8,34397,target gene,Yes,29
wg,P09615,34009,target gene,Yes,54
AttA,P45884,36636,target gene,Yes,8
REG,Q9V3P3,32274,target gene,Yes,37
Brd,O16528,39620,target gene,Yes,11
SPE,Q9VCJ8,42791,target gene,Yes,5
Or98a,Q9VAZ3,43341,target gene,Yes,3
cv-2,Q9W2H2,45280,target gene,Yes,42
dap,Q7JNL9,36001,target gene,Yes,45
hid,Q24106,40009,target gene,Yes,29
Egfr,P04412,37455,target gene,Yes,60
slp2,P32031,33608,target gene,Yes,24
spok,A8Y592,5740359,target gene,Yes,3
cry,O77059,42305,target gene,Yes,9
GNBP-like3,A1ZBU5,37313,target gene,Yes,3
Sgs3,P02840,39288,target gene,Yes,39
PCNA,P17917,37290,target gene,Yes,40
Bom2,O77150,49802,target gene,Yes,5
Adhr,P91615,3772432,target gene,Yes,20
nab,Q59E55,3346237,target gene,Yes,15
phm,Q9VWR5,32857,target gene,Yes,7
Dmel\CG34347,A8JPC8,-,target gene,Yes,40
CG15566,E2QCZ6,-,target gene,Yes,40
fz2,Q9VVX3,40090,target gene,Yes,47
anon-WO0140519.6,Q9VAQ4,43430,target gene,Yes,3
Gtp-bp,Q9U5L1,47251,target gene,Yes,28
Dmel\CG13196,Q7JUW8,36250,target gene,Yes,3
Hsp83,P02828,38389,target gene,Yes,55
Mtk,Q24395,36708,target gene,Yes,6
Hsp26,P02517,39075,target gene,Yes,24
Ocho,Q9VUI5,39621,target gene,Yes,8
svp,P16376,41491,target gene,Yes,34
Dronc,Q9XYF4,39173,target gene,Yes,46
Or19a,Q9I816,59214,target gene,Yes,2
sli,P24014,36746,target gene,Yes,51
Sema1b,Q7KK54,37007,target gene,Yes,47
Eip63E,M9PE01,38433,target gene,Yes,56
Ugt37D1,Q9VJH8,53511,target gene,Yes,14
dysf,Q9VBH3,43174,target gene,Yes,14
ush,Q9VPQ6,33225,target gene,Yes,90
Socs36E,Q8INY1,35085,target gene,Yes,71
fng,Q24342,40314,target gene,Yes,38
Or7a,Q9W3I5,31750,target gene,Yes,5
pros,P29617,41363,target gene,Yes,30
PH4alphaSG1,Q9VA63,326112,target gene,Yes,1
bib,P23645,34330,target gene,Yes,33
Def,P36192,36047,target gene,Yes,10
Lip4,M9PCU5,34450,target gene,Yes,10
Tl,P08953,43222,target gene,Yes,37
Yp1,P02843,31939,target gene,Yes,5
dib,Q9NGX9,45282,target gene,Yes,10
E(spl)m6-BFM,O97179,43159,target gene,Yes,8
per,P07663,31251,target gene,Yes,13
ple,P18459,38746,target gene,Yes,9
Sgs8,P02842,39285,target gene,Yes,5
ninaE,P06002,42367,target gene,Yes,4
VhaPPA1-1,Q9VFE3,45247,target gene,Yes,39
egh,O01346,31239,target gene,Yes,26
eIF4A,Q02748,33835,target gene,Yes,57
Gbeta76C,P29829,40148,target gene,Yes,47
Sgs1,Q9VR49,33701,target gene,Yes,9
rpr,Q24475,40015,target gene,Yes,36
phyl,Q27934,36606,target gene,Yes,23
tld,P25723,42945,target gene,Yes,17
-,Q8IH38,-,target gene,Yes,3
Dtg,Q9VG45,41558,target gene,Yes,14
Cp15,P07185,38999,target gene,Yes,5
ko,Q9VP79,40330,target gene,Yes,24
-,Q8SY78,-,target gene,Yes,1
neur,P29503,41085,target gene,Yes,57
Bom1,P82706,37100,target gene,Yes,7
128up,P32234,36288,target gene,Yes,29
DNApol-alpha73,Q9VB62,43278,target gene,Yes,37
InR,P09208,42549,target gene,Yes,89
m,Q9VYU8,44835,target gene,Yes,1
Bom23,Q9V8F5,37099,target gene,Yes,3
alphaTub84B,P06603,40848,target gene,Yes,61
Dmel\CG5756,A1ZB32,37064,target gene,Yes,4
Sxl,P19339,3772180,target gene,Yes,67
Dro,P36193,36635,target gene,Yes,7
Dmel\CG16772,Q9VIQ6,35281,target gene,Yes,1
ham,Q8I7Z8,35135,target gene,Yes,21
PGRP-SD,Q9VS97,38858,target gene,Yes,7
ptc,P18502,35851,target gene,Yes,60
sev,P13368,32039,target gene,Yes,15
Or67c,Q9VT90,39189,target gene,Yes,3
inv,P05527,36239,target gene,Yes,49
Tig,Q9VMD9,33896,target gene,Yes,20
bs,Q24535,37890,target gene,Yes,48
MtnD,Q8I9B4,326270,target gene,Yes,6
nkd,Q9VVV9,44843,target gene,Yes,39
CecC,O16829,43599,target gene,Yes,9
Gnf1,P35600,40607,target gene,Yes,44
Cat,P17336,40048,target gene,Yes,22
Sur,Q9VL32,-,target gene,Yes,7
BomT3,Q9VD49,42598,target gene,Yes,4
Fmo-2,Q7K3U4,35561,target gene,Yes,29
nullo,P32845,31652,target gene,Yes,5
sca,P21520,36411,target gene,Yes,24
Prm,P35415,39002,target gene,Yes,2
numb,P16554,34263,target gene,Yes,59
btl,Q09147,39564,target gene,Yes,7
Ant2,O62526,32008,target gene,Yes,33
Tm1,P49455,41852,target gene,Yes,72
tsl,P40689,42564,target gene,Yes,11
Cp18,P07184,38998,target gene,Yes,7
DptB,A1ZBF6,37184,target gene,Yes,3
otp,P56672,37364,target gene,Yes,37
CG18546,Q86B99,41443,target gene,Yes,43
y,P09957,30980,target gene,Yes,3
crb,P10040,42896,target gene,Yes,30
Prat,Q27601,40935,target gene,Yes,25
Act57B,P53501,37368,target gene,Yes,4
sing,Q9VXD1,32644,target gene,Yes,3
FMRFa,P10552,36030,target gene,Yes,3
CecA2,C0HKQ8,43596;43597,target gene,Yes,4
CG32365,Q58CK7,-,target gene,No,26
CG9509-RA,T1W1X8,-,target gene,No,15
Ostgamma,Q8SY53,34137,target gene,No,12
CG14762-RA,D0Z756,35768,target gene,No,61
muc,Q9VM14,34021,target gene,No,30
Sap47,Q960T2,41938,target gene,No,34
Dmel\CG8389,Q0E960,36764,target gene,No,44
-,Q2XY44,-,target gene,No,38
slgA,Q04499,33117,target gene,No,44
-,B5RIJ9,-,target gene,No,70
Vps20-RA,E4NKK3,-,target gene,No,25
COX5A,Q94514,41432,target gene,No,36
-,A2VEE0,-,target gene,No,40
IM18,P82701,3772138,target gene,No,40
GILT1,Q95RA9,41650,target gene,No,23
Dmel\CG8974,Q9VXP1,32532,target gene,No,38
bs13c01.y1,Q9VX02,32776,target gene,No,25
CG11776-RA,C6TP55,-,target gene,No,32
spn-A,Q27297,43577,target gene,No,27
CG4615,F6JCM9,-,target gene,No,33
CG10206,A0ANZ0,-,target gene,No,35
Dmel\CG8311,A1ZAI1,36856,target gene,No,35
Dmel\CG12811,Q9VH37,41229,target gene,No,13
Uch-L5,Q9XZ61,39102,target gene,No,37
Clic,Q9VY78,32349,target gene,No,45
PNPase,Q9V9X7,43710,target gene,No,75
pins,Q9VB22,53569,target gene,No,22
CG32654,F6J241,-,target gene,No,27
Meltrin,Q6QU65,3772109,target gene,No,64
mri,Q0E8K5,38028,target gene,No,55
Chchd2,Q9VX77,32701,target gene,No,63
CHES-1-like-RA,C6TP13,-,target gene,No,45
Bka,Q9VL75,46032,target gene,No,27
Axn,Q9V407,43565,target gene,No,59
RpS19b,Q7KS38,42830,target gene,No,26
Dmel\CG14795,O76888,31109,target gene,No,58
uzip,P10379,38002,target gene,No,49
Dmel\CG14857,Q9VFG0,41791,target gene,No,4
DmNAT3,Q9VSV2,39056,target gene,No,25
ND-B17,Q9V3W2,34925,target gene,No,33
Dmel\CG11980,Q8INP9,41078,target gene,No,29
Dmel\CG5274,Q9VPF9,40257,target gene,No,20
Dmel\CG11069,Q8MRJ2,42976,target gene,No,14
-,Q8ITK8,-,target gene,No,7
DNApol-alpha60,Q9VPH2,44915,target gene,No,23
Mms19,Q95U54,40626,target gene,No,45
-,Q8T8X1,-,target gene,No,15
Dmel\CG42495,A2VER2,8674004,target gene,No,36
CG31385,Q6NN30,-,target gene,No,64
grnd,Q9VJ83,35103,target gene,No,44
Ttc19,Q8SYD0,35172,target gene,No,35
RpIIIC160,A8JUY3,32524,target gene,No,27
Rpb11,Q9VJE4,35043,target gene,No,25
CG12772,A9YK31,-,target gene,No,60
Dmel\CG31140,A0A0B4KHZ4,42836,target gene,No,17
-,A9LRV8,-,target gene,No,25
unc-5,Q95TU8,36703,target gene,No,76
CG31169-RB,C3KKB8,-,target gene,No,17
CG7130-RA,B3DMY6,-,target gene,No,46
Pfrx,Q9VWH7,32938,target gene,No,55
Rab4,Q7KY04,36992,target gene,No,16
CG8089,Q4V721,-,target gene,No,34
Rilpl,O76878,31090,target gene,No,33
Tim8,Q9Y1A3,32081,target gene,No,32
-,A0AVU8,-,target gene,No,51
CG4699,B7VEK1,-,target gene,No,50
Cnot4,M9PB92,34416,target gene,No,28
SCCRO4,Q9VWB1,40231,target gene,No,32
CG17540,Q6NL39,-,target gene,No,35
Ir60b,B7YZQ4,7354400,target gene,No,27
-,Q86P29,-,target gene,No,25
Dmel\CG2767,Q9VHX4,40946,target gene,No,21
Rtnl2,Q9VIB7,40903,target gene,No,21
Vha68-2,Q27331,45012,target gene,No,54
-,F6J7H9,-,target gene,No,50
Lsm12a,Q9VYR0,32167,target gene,No,33
Ptp99A,P35832,43469,target gene,No,37
CG17078,Q1EC00,-,target gene,No,44
-,Q9VB70,43271,target gene,No,61
-,A9YH16,-,target gene,No,25
sdt,E2QD98,44861,target gene,No,59
-,Q8SYB8,-,target gene,No,21
-,Q95R88,-,target gene,No,40
CG3628,Q0E8G5,39099,target gene,No,37
CDC50,Q9VXG0,32615,target gene,No,23
hang,Q9VXG1,32613,target gene,No,60
CG6934,A0A0B4JDC8,41817,target gene,No,60
CG30414-RA,C5WLM7,37705,target gene,No,30
CG5151-RB,R4HYX9,-,target gene,No,30
-,Q9TWZ1,-,target gene,No,36
-,Q6AWE3,-,target gene,No,26
CG10170,Q4V682,-,target gene,No,5
CG3085,A0AMS9,-,target gene,No,56
CG11560-RA,B6IDV8,-,target gene,No,18
CG12947-RB,G2J619,-,target gene,No,3
Trp1-RB,D4G7B2,-,target gene,No,64
nrm,Q9VEG9,42128,target gene,No,57
-,A9YK55,-,target gene,No,48
Pi4KIIIalpha,M9PDM4,31247,target gene,No,40
EG:66A1.1,O77275,-,target gene,No,35
mfas-RK,E8NH73,-,target gene,No,39
trus,Q9VG62,41540,target gene,No,17
Dmel\CG4593,Q9W3T2,31649,target gene,No,14
eyg-RA,W8NYW3,-,target gene,No,44
-,Q5BIG5,-,target gene,No,17
Phs,Q9VUS0,39697,target gene,No,36
Dmel\CG14544,Q9VBH7,43170,target gene,No,26
mfas-RJ,E8NH93,-,target gene,No,39
CG15351-RA,B3DNB1,-,target gene,No,7
Nup54,Q9V6B9,36360,target gene,No,27
-,K7WKU1,-,target gene,No,41
-,B4YXD1,-,target gene,No,49
CG14649,A0A0B4K6Q8,4379842,target gene,No,10
-,Q95SU6,-,target gene,No,59
